gene_ID,transcript_ID,protein_ID
LOC118416148,XM_035821225.1,XP_035677118.1
LOC118416149,XM_035821226.1,XP_035677119.1
LOC118416150,XM_035821227.1,XP_035677120.1
LOC118416151,XM_035821228.1,XP_035677121.1
LOC118416152,XM_035821229.1,XP_035677122.1
LOC118416153,XM_035821231.1,XP_035677124.1
LOC118416154,XM_035821232.1,XP_035677125.1
LOC118416155,XM_035821233.1,XP_035677126.1
LOC118416156,XM_035821234.1,XP_035677127.1
LOC118416157,XM_035821236.1,XP_035677129.1
LOC118416158,XM_035821237.1,XP_035677130.1
LOC118416159,XM_035821238.1,XP_035677131.1
LOC118416160,XM_035821242.1,XP_035677135.1
LOC118416161,XM_035821239.1,XP_035677132.1
LOC118416162,XM_035821240.1,XP_035677133.1
LOC118416163,XM_035821241.1,XP_035677134.1
LOC118416164,XM_035821243.1,XP_035677136.1
LOC118416165,XM_035821244.1,XP_035677137.1
LOC118416166,XM_035821245.1,XP_035677138.1
LOC118416167,XM_035821246.1,XP_035677139.1
LOC118416168,XM_035821247.1,XP_035677140.1
LOC118416169,XM_035821248.1,XP_035677141.1
LOC118416170,XM_035821249.1,XP_035677142.1
LOC118416171,XM_035821251.1,XP_035677144.1
LOC118416172,XM_035821252.1,XP_035677145.1
LOC118416173,XM_035821253.1,XP_035677146.1
LOC118416174,XM_035821254.1,XP_035677147.1
LOC118416175,XM_035821255.1,XP_035677148.1
LOC118416176,XM_035821256.1,XP_035677149.1
LOC118416177,XM_035821260.1,XP_035677153.1
LOC118416178,XM_035821257.1,XP_035677150.1
LOC118416179,XM_035821258.1,XP_035677151.1
LOC118416180,XM_035821259.1,XP_035677152.1
LOC118416181,XM_035821261.1,XP_035677154.1
LOC118416182,XM_035821262.1,XP_035677155.1
LOC118416183,XM_035821263.1,XP_035677156.1
LOC118416184,XM_035821264.1,XP_035677157.1
LOC118416185,XM_035821265.1,XP_035677158.1
LOC118416186,XM_035821266.1,XP_035677159.1
LOC118416187,XM_035821267.1,XP_035677160.1
LOC118416188,XM_035821271.1,XP_035677164.1
LOC118416189,XM_035821268.1,XP_035677161.1
LOC118416190,XM_035821269.1,XP_035677162.1
LOC118416191,XM_035821270.1,XP_035677163.1
LOC118416192,XM_035821272.1,XP_035677165.1
LOC118416193,XM_035821273.1,XP_035677166.1
LOC118416194,XM_035821274.1,XP_035677167.1
LOC118416195,XM_035821275.1,XP_035677168.1
LOC118416196,XM_035821276.1,XP_035677169.1
LOC118416197,XM_035821277.1,XP_035677170.1
LOC118416198,XM_035821278.1,XP_035677171.1
LOC118416199,XM_035821280.1,XP_035677173.1
LOC118416200,XM_035821281.1,XP_035677174.1
LOC118416201,XM_035821282.1,XP_035677175.1
LOC118416202,XM_035821283.1,XP_035677176.1
LOC118416203,XM_035821284.1,XP_035677177.1
LOC118416204,XM_035821285.1,XP_035677178.1
LOC118416205,XM_035821287.1,XP_035677180.1
LOC118416206,XM_035821288.1,XP_035677181.1
LOC118416207,XM_035821289.1,XP_035677182.1
LOC118416208,XM_035821290.1,XP_035677183.1
LOC118416209,XM_035821291.1,XP_035677184.1
LOC118416210,XM_035821292.1,XP_035677185.1
LOC118416211,XM_035821293.1,XP_035677186.1
LOC118416212,XM_035821295.1,XP_035677188.1
LOC118416213,XM_035821296.1,XP_035677189.1
LOC118416214,XM_035821297.1,XP_035677190.1
LOC118416215,XM_035821298.1,XP_035677191.1
LOC118416216,XM_035821299.1,XP_035677192.1
LOC118416217,XM_035821300.1,XP_035677193.1
LOC118416218,XM_035821301.1,XP_035677194.1
LOC118416219,XM_035821303.1,XP_035677196.1
LOC118416220,XM_035821304.1,XP_035677197.1
LOC118416221,XM_035821305.1,XP_035677198.1
LOC118416222,XM_035821306.1,XP_035677199.1
LOC118416223,XM_035821307.1,XP_035677200.1
LOC118416224,XM_035821308.1,XP_035677201.1
LOC118416225,XM_035821310.1,XP_035677203.1
LOC118416226,XM_035821346.1,XP_035677239.1
LOC118416227,XM_035821311.1,XP_035677204.1
LOC118416228,XM_035821312.1,XP_035677205.1
LOC118416229,XM_035821313.1,XP_035677206.1
LOC118416230,XM_035821314.1,XP_035677207.1
LOC118416231,XM_035821315.1,XP_035677208.1
LOC118416232,XM_035821316.1,XP_035677209.1
LOC118416233,XM_035821318.1,XP_035677211.1
LOC118416234,XM_035821319.1,XP_035677212.1
LOC118416235,XM_035821320.1,XP_035677213.1
LOC118416236,XM_035821321.1,XP_035677214.1
LOC118416237,XM_035821322.1,XP_035677215.1
LOC118416238,XM_035821323.1,XP_035677216.1
LOC118416239,XM_035821324.1,XP_035677217.1
LOC118416241,XM_035821326.1,XP_035677219.1
LOC118416242,XM_035821327.1,XP_035677220.1
LOC118416243,XM_035821328.1,XP_035677221.1
LOC118416244,XM_035821329.1,XP_035677222.1
LOC118416245,XM_035821330.1,XP_035677223.1
LOC118416246,XM_035821332.1,XP_035677225.1
LOC118416247,XM_035821333.1,XP_035677226.1
LOC118416248,XM_035821334.1,XP_035677227.1
LOC118416249,XM_035821335.1,XP_035677228.1
LOC118416250,XM_035821336.1,XP_035677229.1
LOC118416251,XM_035821337.1,XP_035677230.1
LOC118416252,XM_035821338.1,XP_035677231.1
LOC118416253,XM_035821342.1,XP_035677235.1
LOC118416254,XM_035821339.1,XP_035677232.1
LOC118416255,XM_035821340.1,XP_035677233.1
LOC118416256,XM_035821341.1,XP_035677234.1
LOC118416257,XM_035821343.1,XP_035677236.1
LOC118416258,XM_035821344.1,XP_035677237.1
LOC118416259,XM_035821345.1,XP_035677238.1
LOC118416260,XM_035821347.1,XP_035677240.1
LOC118416261,XM_035821348.1,XP_035677241.1
LOC118416262,XM_035821349.1,XP_035677242.1
LOC118416263,XM_035821353.1,XP_035677246.1
LOC118416264,XM_035821350.1,XP_035677243.1
LOC118416265,XM_035821351.1,XP_035677244.1
LOC118416266,XM_035821352.1,XP_035677245.1
LOC118416267,XM_035821354.1,XP_035677247.1
LOC118416268,XM_035821355.1,XP_035677248.1
LOC118416269,XM_035821356.1,XP_035677249.1
LOC118416270,XM_035821357.1,XP_035677250.1
LOC118416271,XM_035821358.1,XP_035677251.1
LOC118416272,XM_035821359.1,XP_035677252.1
LOC118416273,XM_035821360.1,XP_035677253.1
LOC118416274,XM_035821362.1,XP_035677255.1
LOC118416275,XM_035821363.1,XP_035677256.1
LOC118416276,XM_035821364.1,XP_035677257.1
LOC118416277,XM_035821365.1,XP_035677258.1
LOC118416278,XM_035821366.1,XP_035677259.1
LOC118416279,XM_035821367.1,XP_035677260.1
LOC118416280,XM_035821368.1,XP_035677261.1
LOC118416281,XM_035821370.1,XP_035677263.1
LOC118416282,XM_035821371.1,XP_035677264.1
LOC118416283,XM_035821372.1,XP_035677265.1
LOC118416284,XM_035821373.1,XP_035677266.1
LOC118416285,XM_035821374.1,XP_035677267.1
LOC118416286,XM_035821375.1,XP_035677268.1
LOC118416287,XM_035821379.1,XP_035677272.1
LOC118416288,XM_035821376.1,XP_035677269.1
LOC118416289,XM_035821377.1,XP_035677270.1
LOC118416290,XM_035821378.1,XP_035677271.1
LOC118416291,XM_035821380.1,XP_035677273.1
LOC118416292,XM_035821381.1,XP_035677274.1
LOC118416293,XM_035821382.1,XP_035677275.1
LOC118416294,XM_035821383.1,XP_035677276.1
LOC118416295,XM_035821384.1,XP_035677277.1
LOC118416296,XM_035821385.1,XP_035677278.1
LOC118416297,XM_035821386.1,XP_035677279.1
LOC118416298,XM_035821390.1,XP_035677283.1
LOC118416299,XM_035821387.1,XP_035677280.1
LOC118416300,XM_035821388.1,XP_035677281.1
LOC118416301,XM_035821389.1,XP_035677282.1
LOC118416302,XM_035821391.1,XP_035677284.1
LOC118416303,XM_035821392.1,XP_035677285.1
LOC118416304,XM_035821393.1,XP_035677286.1
LOC118416305,XM_035821394.1,XP_035677287.1
LOC118416306,XM_035821395.1,XP_035677288.1
LOC118416307,XM_035821396.1,XP_035677289.1
LOC118416308,XM_035821397.1,XP_035677290.1
LOC118416309,XM_035821401.1,XP_035677294.1
LOC118416310,XM_035821398.1,XP_035677291.1
LOC118416311,XM_035821399.1,XP_035677292.1
LOC118416312,XM_035821400.1,XP_035677293.1
LOC118416313,XM_035821402.1,XP_035677295.1
LOC118416314,XM_035821403.1,XP_035677296.1
LOC118416315,XM_035821404.1,XP_035677297.1
LOC118416316,XM_035821405.1,XP_035677298.1
LOC118416317,XM_035821406.1,XP_035677299.1
LOC118416318,XM_035821407.1,XP_035677300.1
LOC118416319,XM_035821409.1,XP_035677302.1
LOC118416320,XM_035821410.1,XP_035677303.1
LOC118416321,XM_035821411.1,XP_035677304.1
LOC118416322,XM_035821412.1,XP_035677305.1
LOC118416323,XM_035821413.1,XP_035677306.1
LOC118416324,XM_035821414.1,XP_035677307.1
LOC118416325,XM_035821416.1,XP_035677309.1
LOC118416326,XM_035821417.1,XP_035677310.1
LOC118416327,XM_035821418.1,XP_035677311.1
LOC118416328,XM_035821454.1,XP_035677347.1
LOC118416329,XM_035821419.1,XP_035677312.1
LOC118416330,XM_035821420.1,XP_035677313.1
LOC118416331,XM_035821438.1,XP_035677331.1
LOC118416332,XM_035821421.1,XP_035677314.1
LOC118416333,XM_035821422.1,XP_035677315.1
LOC118416334,XM_035821423.1,XP_035677316.1
LOC118416335,XM_035821425.1,XP_035677318.1
LOC118416336,XM_035821426.1,XP_035677319.1
LOC118416337,XM_035821427.1,XP_035677320.1
LOC118416338,XM_035821428.1,XP_035677321.1
LOC118416339,XM_035821429.1,XP_035677322.1
LOC118416340,XM_035821430.1,XP_035677323.1
LOC118416341,XM_035821432.1,XP_035677325.1
LOC118416342,XM_035821433.1,XP_035677326.1
LOC118416343,XM_035821434.1,XP_035677327.1
LOC118416344,XM_035821435.1,XP_035677328.1
LOC118416345,XM_035821436.1,XP_035677329.1
LOC118416346,XM_035821437.1,XP_035677330.1
LOC118416347,XM_035821439.1,XP_035677332.1
LOC118416348,XM_035821440.1,XP_035677333.1
LOC118416349,XM_035821441.1,XP_035677334.1
LOC118416350,XM_035821442.1,XP_035677335.1
LOC118416351,XM_035821443.1,XP_035677336.1
LOC118416352,XM_035821444.1,XP_035677337.1
LOC118416353,XM_035821445.1,XP_035677338.1
LOC118416354,XM_035821447.1,XP_035677340.1
LOC118416355,XM_035821448.1,XP_035677341.1
LOC118416356,XM_035821449.1,XP_035677342.1
LOC118416357,XM_035821450.1,XP_035677343.1
LOC118416358,XM_035821451.1,XP_035677344.1
LOC118416359,XM_035821452.1,XP_035677345.1
LOC118416360,XM_035821453.1,XP_035677346.1
LOC118416361,XM_035821458.1,XP_035677351.1
LOC118416362,XM_035821455.1,XP_035677348.1
LOC118416363,XM_035821456.1,XP_035677349.1
LOC118416364,XM_035821457.1,XP_035677350.1
LOC118416365,XM_035821459.1,XP_035677352.1
LOC118416366,XM_035821460.1,XP_035677353.1
LOC118416367,XM_035821461.1,XP_035677354.1
LOC118416368,XM_035821462.1,XP_035677355.1
LOC118416369,XM_035821463.1,XP_035677356.1
LOC118416370,XM_035821464.1,XP_035677357.1
LOC118416371,XM_035821465.1,XP_035677358.1
LOC118416372,XM_035821467.1,XP_035677360.1
LOC118416373,XM_035821468.1,XP_035677361.1
LOC118416374,XM_035821469.1,XP_035677362.1
LOC118416375,XM_035821470.1,XP_035677363.1
LOC118416376,XM_035821471.1,XP_035677364.1
LOC118416377,XM_035821473.1,XP_035677366.1
LOC118416378,XM_035821474.1,XP_035677367.1
LOC118416379,XM_035821475.1,XP_035677368.1
LOC118416380,XM_035821476.1,XP_035677369.1
LOC118416381,XM_035821477.1,XP_035677370.1
LOC118416382,XM_035821478.1,XP_035677371.1
LOC118416383,XM_035821479.1,XP_035677372.1
LOC118416384,XM_035821483.1,XP_035677376.1
LOC118416385,XM_035821480.1,XP_035677373.1
LOC118416386,XM_035821481.1,XP_035677374.1
LOC118416387,XM_035821482.1,XP_035677375.1
LOC118416388,XM_035821484.1,XP_035677377.1
LOC118416389,XM_035821485.1,XP_035677378.1
LOC118416390,XM_035821486.1,XP_035677379.1
LOC118416391,XM_035821487.1,XP_035677380.1
LOC118416392,XM_035821488.1,XP_035677381.1
LOC118416393,XM_035821489.1,XP_035677382.1
LOC118416394,XM_035821491.1,XP_035677384.1
LOC118416395,XM_035821492.1,XP_035677385.1
LOC118416396,XM_035821493.1,XP_035677386.1
LOC118416397,XM_035821494.1,XP_035677387.1
LOC118416398,XM_035821495.1,XP_035677388.1
LOC118416399,XM_035821496.1,XP_035677389.1
LOC118416400,XM_035821497.1,XP_035677390.1
LOC118416401,XM_035821509.1,XP_035677402.1
LOC118416402,XM_035821498.1,XP_035677391.1
LOC118416403,XM_035821499.1,XP_035677392.1
LOC118416404,XM_035821500.1,XP_035677393.1
LOC118416405,XM_035821502.1,XP_035677395.1
LOC118416406,XM_035821503.1,XP_035677396.1
LOC118416407,XM_035821504.1,XP_035677397.1
LOC118416408,XM_035821505.1,XP_035677398.1
LOC118416409,XM_035821506.1,XP_035677399.1
LOC118416410,XM_035821507.1,XP_035677400.1
LOC118416411,XM_035821508.1,XP_035677401.1
LOC118416412,XM_035821510.1,XP_035677403.1
LOC118416413,XM_035821511.1,XP_035677404.1
LOC118416414,XM_035821512.1,XP_035677405.1
LOC118416415,XM_035821513.1,XP_035677406.1
LOC118416416,XM_035821514.1,XP_035677407.1
LOC118416417,XM_035821515.1,XP_035677408.1
LOC118416418,XM_035821516.1,XP_035677409.1
LOC118416419,XM_035821520.1,XP_035677413.1
LOC118416420,XM_035821517.1,XP_035677410.1
LOC118416421,XM_035821518.1,XP_035677411.1
LOC118416422,XM_035821519.1,XP_035677412.1
LOC118416423,XM_035821521.1,XP_035677414.1
LOC118416424,XM_035821522.1,XP_035677415.1
LOC118416425,XM_035821523.1,XP_035677416.1
LOC118416426,XM_035821524.1,XP_035677417.1
LOC118416427,XM_035821525.1,XP_035677418.1
LOC118416428,XM_035821561.1,XP_035677454.1
LOC118416429,XM_035821529.1,XP_035677422.1
LOC118416431,XM_035821526.1,XP_035677419.1
LOC118416432,XM_035821531.1,XP_035677424.1
LOC118416433,XM_035821533.1,XP_035677426.1
LOC118416434,XM_035821534.1,XP_035677427.1
LOC118416435,XM_035821535.1,XP_035677428.1
LOC118416437,XM_035821540.1,XP_035677433.1
LOC118416438,XM_035821537.1,XP_035677430.1
LOC118416439,XM_035821538.1,XP_035677431.1
LOC118416440,XM_035821539.1,XP_035677432.1
LOC118416442,XM_035821541.1,XP_035677434.1
LOC118416443,XM_035821542.1,XP_035677435.1
LOC118416444,XM_035821543.1,XP_035677436.1
LOC118416447,XM_035821546.1,XP_035677439.1
LOC118416448,XM_035821550.1,XP_035677443.1
LOC118416449,XM_035821551.1,XP_035677444.1
LOC118416450,XM_035821553.1,XP_035677446.1
LOC118416451,XM_035821557.1,XP_035677450.1
LOC118416452,XM_035821554.1,XP_035677447.1
LOC118416454,XM_035821555.1,XP_035677448.1
LOC118416455,XM_035821558.1,XP_035677451.1
LOC118416456,XM_035821559.1,XP_035677452.1
LOC118416458,XM_035821562.1,XP_035677455.1
LOC118416459,XM_035821563.1,XP_035677456.1
LOC118416460,XM_035821564.1,XP_035677457.1
LOC118416461,XM_035821566.1,XP_035677459.1
LOC118416462,XM_035821567.1,XP_035677460.1
LOC118416463,XM_035821568.1,XP_035677461.1
LOC118416465,XM_035821570.1,XP_035677463.1
LOC118416466,XM_035821574.1,XP_035677467.1
LOC118416467,XM_035821575.1,XP_035677468.1
LOC118416468,XM_035821576.1,XP_035677469.1
LOC118416469,XM_035821577.1,XP_035677470.1
LOC118416470,XM_035821578.1,XP_035677471.1
LOC118416471,XM_035821579.1,XP_035677472.1
LOC118416473,XM_035821581.1,XP_035677474.1
LOC118416475,XM_035821584.1,XP_035677477.1
LOC118416476,XM_035821585.1,XP_035677478.1
LOC118416477,XM_035821586.1,XP_035677479.1
LOC118416478,XM_035821588.1,XP_035677481.1
LOC118416479,XM_035821589.1,XP_035677482.1
LOC118416481,XM_035821594.1,XP_035677487.1
LOC118416482,XM_035821596.1,XP_035677489.1
LOC118416483,XM_035821597.1,XP_035677490.1
LOC118416484,XM_035821600.1,XP_035677493.1
LOC118416485,XM_035821601.1,XP_035677494.1
LOC118416486,XM_035821608.1,XP_035677501.1
LOC118416488,XM_035821609.1,XP_035677502.1
LOC118416489,XM_035821610.1,XP_035677503.1
LOC118416490,XM_035821613.1,XP_035677506.1
LOC118416491,XM_035821614.1,XP_035677507.1
LOC118416492,XM_035821615.1,XP_035677508.1
LOC118416495,XM_035821616.1,XP_035677509.1
LOC118416496,XM_035821617.1,XP_035677510.1
LOC118416497,XM_035821618.1,XP_035677511.1
LOC118416498,XM_035821620.1,XP_035677513.1
LOC118416499,XM_035821621.1,XP_035677514.1
LOC118416500,XM_035821622.1,XP_035677515.1
LOC118416501,XM_035821623.1,XP_035677516.1
LOC118416502,XM_035821624.1,XP_035677517.1
LOC118416503,XM_035821625.1,XP_035677518.1
LOC118416506,XM_035821627.1,XP_035677520.1
LOC118416507,XM_035821628.1,XP_035677521.1
LOC118416508,XM_035821629.1,XP_035677522.1
LOC118416509,XM_035821632.1,XP_035677525.1
LOC118416510,XM_035821633.1,XP_035677526.1
LOC118416511,XM_035821636.1,XP_035677529.1
LOC118416513,XM_035821634.1,XP_035677527.1
LOC118416514,XM_035821635.1,XP_035677528.1
LOC118416515,XM_035821675.1,XP_035677568.1
LOC118416516,XM_035821637.1,XP_035677530.1
LOC118416517,XM_035821639.1,XP_035677532.1
LOC118416518,XM_035821641.1,XP_035677534.1
LOC118416519,XM_035821642.1,XP_035677535.1
LOC118416520,XM_035821643.1,XP_035677536.1
LOC118416521,XM_035821650.1,XP_035677543.1
LOC118416522,XM_035821651.1,XP_035677544.1
LOC118416523,XM_035821653.1,XP_035677546.1
LOC118416524,XM_035821654.1,XP_035677547.1
LOC118416525,XM_035821655.1,XP_035677548.1
LOC118416526,XM_035821656.1,XP_035677549.1
LOC118416527,XM_035821657.1,XP_035677550.1
LOC118416528,XM_035821659.1,XP_035677552.1
LOC118416529,XM_035821660.1,XP_035677553.1
LOC118416530,XM_035821661.1,XP_035677554.1
LOC118416531,XM_035821662.1,XP_035677555.1
LOC118416532,XM_035821663.1,XP_035677556.1
LOC118416533,XM_035821664.1,XP_035677557.1
LOC118416534,XM_035821665.1,XP_035677558.1
LOC118416535,XM_035821668.1,XP_035677561.1
LOC118416536,XM_035821666.1,XP_035677559.1
LOC118416538,XM_035821667.1,XP_035677560.1
LOC118416539,XM_035821669.1,XP_035677562.1
LOC118416540,XM_035821670.1,XP_035677563.1
LOC118416541,XM_035821671.1,XP_035677564.1
LOC118416542,XM_035821672.1,XP_035677565.1
LOC118416543,XM_035821673.1,XP_035677566.1
LOC118416544,XM_035821679.1,XP_035677572.1
LOC118416545,XM_035821676.1,XP_035677569.1
LOC118416546,XM_035821677.1,XP_035677570.1
LOC118416547,XM_035821678.1,XP_035677571.1
LOC118416549,XM_035821680.1,XP_035677573.1
LOC118416550,XM_035821682.1,XP_035677575.1
LOC118416551,XM_035821683.1,XP_035677576.1
LOC118416552,XM_035821685.1,XP_035677578.1
LOC118416553,XM_035821691.1,XP_035677584.1
LOC118416554,XM_035821692.1,XP_035677585.1
LOC118416555,XM_035821693.1,XP_035677586.1
LOC118416556,XM_035821694.1,XP_035677587.1
LOC118416557,XM_035821698.1,XP_035677591.1
LOC118416558,XM_035821702.1,XP_035677595.1
LOC118416559,XM_035821699.1,XP_035677592.1
LOC118416560,XM_035821703.1,XP_035677596.1
LOC118416561,XM_035821704.1,XP_035677597.1
LOC118416562,XM_035821705.1,XP_035677598.1
LOC118416563,XM_035821709.1,XP_035677602.1
LOC118416564,XM_035821712.1,XP_035677605.1
LOC118416565,XM_035821713.1,XP_035677606.1
LOC118416566,XM_035821715.1,XP_035677608.1
LOC118416567,XM_035821716.1,XP_035677609.1
LOC118416568,XM_035821724.1,XP_035677617.1
LOC118416569,XM_035821723.1,XP_035677616.1
LOC118416570,XM_035821726.1,XP_035677619.1
LOC118416571,XM_035821727.1,XP_035677620.1
LOC118416572,XM_035821728.1,XP_035677621.1
LOC118416573,XM_035821729.1,XP_035677622.1
LOC118416575,XM_035821730.1,XP_035677623.1
LOC118416576,XM_035821734.1,XP_035677627.1
LOC118416577,XM_035821732.1,XP_035677625.1
LOC118416578,XM_035821733.1,XP_035677626.1
LOC118416579,XM_035821735.1,XP_035677628.1
LOC118416582,XM_035821737.1,XP_035677630.1
LOC118416583,XM_035821738.1,XP_035677631.1
LOC118416584,XM_035821739.1,XP_035677632.1
LOC118416585,XM_035821740.1,XP_035677633.1
LOC118416587,XM_035821741.1,XP_035677634.1
LOC118416590,XM_035821743.1,XP_035677636.1
LOC118416592,XM_035821744.1,XP_035677637.1
LOC118416593,XM_035821745.1,XP_035677638.1
LOC118416594,XM_035821750.1,XP_035677643.1
LOC118416595,XM_035821746.1,XP_035677639.1
LOC118416596,XM_035821749.1,XP_035677642.1
LOC118416597,XM_035821751.1,XP_035677644.1
LOC118416598,XM_035821752.1,XP_035677645.1
LOC118416605,XM_035821756.1,XP_035677649.1
LOC118416606,XM_035821753.1,XP_035677646.1
LOC118416607,XM_035821754.1,XP_035677647.1
LOC118416608,XM_035821755.1,XP_035677648.1
LOC118416609,XM_035821757.1,XP_035677650.1
LOC118416610,XM_035821758.1,XP_035677651.1
LOC118416611,XM_035821760.1,XP_035677653.1
LOC118416612,XM_035821765.1,XP_035677658.1
LOC118416614,XM_035821766.1,XP_035677659.1
LOC118416615,XM_035821767.1,XP_035677660.1
LOC118416616,XM_035821771.1,XP_035677664.1
LOC118416617,XM_035821773.1,XP_035677666.1
LOC118416618,XM_035821784.1,XP_035677677.1
LOC118416620,XM_035821774.1,XP_035677667.1
LOC118416621,XM_035821775.1,XP_035677668.1
LOC118416622,XM_035821777.1,XP_035677670.1
LOC118416624,XM_035821780.1,XP_035677673.1
LOC118416625,XM_035821781.1,XP_035677674.1
LOC118416626,XM_035821782.1,XP_035677675.1
LOC118416627,XM_035821783.1,XP_035677676.1
LOC118416628,XM_035821785.1,XP_035677678.1
LOC118416629,XM_035821786.1,XP_035677679.1
LOC118416630,XM_035821789.1,XP_035677682.1
LOC118416631,XM_035821790.1,XP_035677683.1
LOC118416632,XM_035821793.1,XP_035677686.1
LOC118416634,XM_035821794.1,XP_035677687.1
LOC118416635,XM_035821795.1,XP_035677688.1
LOC118416636,XM_035821796.1,XP_035677689.1
LOC118416637,XM_035821799.1,XP_035677692.1
LOC118416638,XM_035821802.1,XP_035677695.1
LOC118416639,XM_035821803.1,XP_035677696.1
LOC118416640,XM_035821804.1,XP_035677697.1
LOC118416641,XM_035821808.1,XP_035677701.1
LOC118416642,XM_035821810.1,XP_035677703.1
LOC118416643,XM_035821811.1,XP_035677704.1
LOC118416644,XM_035821812.1,XP_035677705.1
LOC118416645,XM_035821814.1,XP_035677707.1
LOC118416646,XM_035821815.1,XP_035677708.1
LOC118416647,XM_035821818.1,XP_035677711.1
LOC118416648,XM_035821819.1,XP_035677712.1
LOC118416649,XM_035821820.1,XP_035677713.1
LOC118416650,XM_035821821.1,XP_035677714.1
LOC118416651,XM_035821823.1,XP_035677716.1
LOC118416652,XM_035821824.1,XP_035677717.1
LOC118416653,XM_035821826.1,XP_035677719.1
LOC118416654,XM_035821827.1,XP_035677720.1
LOC118416655,XM_035821829.1,XP_035677722.1
LOC118416656,XM_035821831.1,XP_035677724.1
LOC118416657,XM_035821832.1,XP_035677725.1
LOC118416658,XM_035821834.1,XP_035677727.1
LOC118416659,XM_035821835.1,XP_035677728.1
LOC118416660,XM_035821836.1,XP_035677729.1
LOC118416661,XM_035821838.1,XP_035677731.1
LOC118416663,XM_035821839.1,XP_035677732.1
LOC118416664,XM_035821841.1,XP_035677734.1
LOC118416673,XM_035821843.1,XP_035677736.1
LOC118416674,XM_035821844.1,XP_035677737.1
LOC118416675,XM_035821848.1,XP_035677741.1
LOC118416676,XM_035821854.1,XP_035677747.1
LOC118416677,XM_035821855.1,XP_035677748.1
LOC118416678,XM_035821856.1,XP_035677749.1
LOC118416679,XM_035821857.1,XP_035677750.1
LOC118416680,XM_035821858.1,XP_035677751.1
LOC118416681,XM_035821861.1,XP_035677754.1
LOC118416682,XM_035821902.1,XP_035677795.1
LOC118416683,XM_035821862.1,XP_035677755.1
LOC118416684,XM_035821864.1,XP_035677757.1
LOC118416686,XM_035821865.1,XP_035677758.1
LOC118416687,XM_035821875.1,XP_035677768.1
LOC118416688,XM_035821876.1,XP_035677769.1
LOC118416689,XM_035821879.1,XP_035677772.1
LOC118416690,XM_035821880.1,XP_035677773.1
LOC118416691,XM_035821881.1,XP_035677774.1
LOC118416693,XM_035821882.1,XP_035677775.1
LOC118416695,XM_035821883.1,XP_035677776.1
LOC118416697,XM_035821885.1,XP_035677778.1
LOC118416698,XM_035821886.1,XP_035677779.1
LOC118416699,XM_035821890.1,XP_035677783.1
LOC118416700,XM_035821891.1,XP_035677784.1
LOC118416701,XM_035821894.1,XP_035677787.1
LOC118416702,XM_035821896.1,XP_035677789.1
LOC118416703,XM_035821897.1,XP_035677790.1
LOC118416704,XM_035821898.1,XP_035677791.1
LOC118416705,XM_035821899.1,XP_035677792.1
LOC118416706,XM_035821908.1,XP_035677801.1
LOC118416707,XM_035821909.1,XP_035677802.1
LOC118416708,XM_035821910.1,XP_035677803.1
LOC118416709,XM_035821911.1,XP_035677804.1
LOC118416710,XM_035821913.1,XP_035677806.1
LOC118416711,XM_035821914.1,XP_035677807.1
LOC118416712,XM_035821915.1,XP_035677808.1
LOC118416713,XM_035821916.1,XP_035677809.1
LOC118416714,XM_035821917.1,XP_035677810.1
LOC118416715,XM_035821918.1,XP_035677811.1
LOC118416716,XM_035821920.1,XP_035677813.1
LOC118416717,XM_035821928.1,XP_035677821.1
LOC118416718,XM_035821931.1,XP_035677824.1
LOC118416719,XM_035821932.1,XP_035677825.1
LOC118416720,XM_035821933.1,XP_035677826.1
LOC118416721,XM_035821934.1,XP_035677827.1
LOC118416722,XM_035821935.1,XP_035677828.1
LOC118416723,XM_035821936.1,XP_035677829.1
LOC118416724,XM_035821938.1,XP_035677831.1
LOC118416725,XM_035821939.1,XP_035677832.1
LOC118416726,XM_035821941.1,XP_035677834.1
LOC118416727,XM_035821943.1,XP_035677836.1
LOC118416728,XM_035821944.1,XP_035677837.1
LOC118416729,XM_035821945.1,XP_035677838.1
LOC118416730,XM_035821947.1,XP_035677840.1
LOC118416731,XM_035821948.1,XP_035677841.1
LOC118416732,XM_035821952.1,XP_035677845.1
LOC118416733,XM_035821953.1,XP_035677846.1
LOC118416734,XM_035821955.1,XP_035677848.1
LOC118416735,XM_035821956.1,XP_035677849.1
LOC118416736,XM_035821958.1,XP_035677851.1
LOC118416739,XM_035821959.1,XP_035677852.1
LOC118416740,XM_035821960.1,XP_035677853.1
LOC118416741,XM_035821962.1,XP_035677855.1
LOC118416742,XM_035821963.1,XP_035677856.1
LOC118416743,XM_035821975.1,XP_035677868.1
LOC118416745,XM_035821976.1,XP_035677869.1
LOC118416747,XM_035821977.1,XP_035677870.1
LOC118416748,XM_035821978.1,XP_035677871.1
LOC118416749,XM_035821979.1,XP_035677872.1
LOC118416750,XM_035821980.1,XP_035677873.1
LOC118416751,XM_035821982.1,XP_035677875.1
LOC118416752,XM_035821983.1,XP_035677876.1
LOC118416753,XM_035821984.1,XP_035677877.1
LOC118416754,XM_035821985.1,XP_035677878.1
LOC118416755,XM_035822026.1,XP_035677919.1
LOC118416756,XM_035821986.1,XP_035677879.1
LOC118416757,XM_035821987.1,XP_035677880.1
LOC118416758,XM_035821988.1,XP_035677881.1
LOC118416759,XM_035821990.1,XP_035677883.1
LOC118416760,XM_035821991.1,XP_035677884.1
