"geneID","transcriptID","proteinID","transcript_length"
"111588854","XM_023299440.3","XP_023155208.2",3521
"111588854","XM_055013749.1","XP_054869724.1",3434
"111588860","XM_023299447.3","XP_023155215.2",2479
"111588838","XM_023299413.3","XP_023155181.1",4043
"111588838","XM_055013705.1","XP_054869680.1",3990
"111588839","XM_023299414.3","XP_023155182.1",2997
"111588829","XM_023299396.3","XP_023155164.1",3590
"111588829","XM_035943471.2","XP_035799364.1",3564
"111588872","XM_023299462.3","XP_023155230.2",1061
"111588875","XM_023299465.3","XP_023155233.1",3556
"111588831","XM_023299404.3","XP_023155172.1",5794
"111588844","XM_023299426.3","XP_023155194.1",1975
"111588832","XM_023299405.3","XP_023155173.1",4632
"111588832","XM_035943462.2","XP_035799355.1",4951
"111588841","XM_055013833.1","XP_054869808.1",3141
"111588841","XM_023299417.3","XP_023155185.1",3643
"111588841","XM_055013834.1","XP_054869809.1",3202
"111588852","XM_023299436.3","XP_023155204.1",1370
"111588865","XM_023299454.3","XP_023155222.2",4820
"111588827","XM_035943458.2","XP_035799351.2",15120
"111588848","XM_035943460.2","XP_035799353.1",2530
"111588848","XM_023299432.3","XP_023155200.1",2574
"111588848","XM_023299433.3","XP_023155201.1",2663
"111588874","XM_023299464.3","XP_023155232.1",4968
"111588874","XM_055013586.1","XP_054869561.1",4994
"111588858","XM_023299446.3","XP_023155214.1",3240
"111588869","XM_023299458.3","XP_023155226.1",2508
"111588868","XM_023299457.3","XP_023155225.2",3163
"111588830","XM_023299403.3","XP_023155171.2",10512
"111588830","XM_023299399.3","XP_023155167.2",10271
"111588830","XM_023299400.3","XP_023155168.2",10247
"111588830","XM_023299401.3","XP_023155169.2",10208
"111588825","XM_023299384.3","XP_023155152.1",3050
"111588825","XM_023299386.3","XP_023155154.1",3005
"111588825","XM_023299383.3","XP_023155151.1",3059
"111588825","XM_023299385.3","XP_023155153.1",3040
"111588824","XM_055013983.1","XP_054869958.1",2472
"111588842","XM_023299422.3","XP_023155190.2",8382
"129347274","XM_055013899.1","XP_054869874.1",1587
"111588840","XM_023299415.3","XP_023155183.1",1587
"111588863","XM_023299450.3","XP_023155218.2",1781
"111588867","XM_055013807.1","XP_054869782.1",1490
"111588856","XM_023299443.3","XP_023155211.2",1610
"111588866","XM_035943466.2","XP_035799359.2",4509
"111588846","XM_023299428.3","XP_023155196.2",2364
"129349682","XM_055013734.1","XP_054869709.1",1623
"129349682","XM_055013735.1","XP_054869710.1",1620
"111588828","XM_035943475.2","XP_035799368.2",2330
"111588828","XM_035943474.2","XP_035799367.2",2390
"111588850","XM_023299434.3","XP_023155202.2",639
"111588843","XM_023299424.3","XP_023155192.1",1405
"111588843","XM_023299423.3","XP_023155191.1",1406
"111577053","XM_055013921.1","XP_054869896.1",8614
"111577053","XM_055013927.1","XP_054869902.1",8514
"111577053","XM_055013926.1","XP_054869901.1",8514
"111577053","XM_055013922.1","XP_054869897.1",8553
"111577053","XM_055013920.1","XP_054869895.1",8616
"111577053","XM_055013928.1","XP_054869903.1",8492
"111577053","XM_055013932.1","XP_054869907.1",8245
"111577053","XM_055013929.1","XP_054869904.1",8449
"111577053","XM_055013925.1","XP_054869900.1",8938
"111577053","XM_055013923.1","XP_054869898.1",8931
"111577053","XM_055013924.1","XP_054869899.1",8934
"111577053","XM_055013931.1","XP_054869906.1",6718
"111577053","XM_055013930.1","XP_054869905.1",7389
"111577053","XM_055013933.1","XP_054869908.1",6856
"111577054","XM_023283131.3","XP_023138899.1",4368
"111577043","XM_055013846.1","XP_054869821.1",3171
"111577043","XM_055013847.1","XP_054869822.1",3143
"111577043","XM_055013845.1","XP_054869820.1",3272
"111577043","XM_055013848.1","XP_054869823.1",2876
"111577055","XM_023283132.3","XP_023138900.2",1281
"111577062","XM_023283139.3","XP_023138907.2",1684
"111577060","XM_023283136.3","XP_023138904.2",1686
"111577061","XM_023283138.3","XP_023138906.2",2503
"111577063","XM_023283140.3","XP_023138908.2",2767
"111577051","XM_023283124.3","XP_023138892.1",2227
"111577051","XM_055013849.1","XP_054869824.1",2188
"111577069","XM_023283148.3","XP_023138916.1",1062
"118471187","XM_035954183.2","XP_035810076.1",2160
"111577068","XM_023283147.3","XP_023138915.2",3193
"111577064","XM_023283142.3","XP_023138910.1",830
"111577064","XM_023283141.3","XP_023138909.1",857
"111577057","XM_055013768.1","XP_054869743.1",9410
"129349688","XM_055013769.1","XP_054869744.1",1049
"118471189","XM_035954186.2","XP_035810079.1",1984
"118471189","XM_035954187.2","XP_035810080.1",2026
"118471189","XM_035954185.2","XP_035810078.1",1934
"111577058","XM_023283135.3","XP_023138903.1",1334
"111577065","XM_023283143.3","XP_023138911.1",9445
"111577065","XM_055013685.1","XP_054869660.1",9448
"111577065","XM_023283144.3","XP_023138912.1",9298
"111577052","XM_035954194.2","XP_035810087.1",4684
"111577052","XM_023283126.3","XP_023138894.1",4684
"111577052","XM_023283127.3","XP_023138895.1",4670
"111577072","XM_023283153.3","XP_023138921.2",4252
"111577073","XM_035954195.2","XP_035810088.2",5228
"111577073","XM_023283156.3","XP_023138924.2",5227
"111577073","XM_023283154.3","XP_023138922.2",5229
"111577073","XM_023283157.3","XP_023138925.2",5222
"111577073","XM_023283155.3","XP_023138923.2",5224
"111577042","XM_055013501.1","XP_054869476.1",3436
"111577041","XM_035954196.2","XP_035810089.1",2158
"111577041","XM_055013496.1","XP_054869471.1",2183
"111577041","XM_023283113.3","XP_023138881.2",2243
"111577041","XM_055013497.1","XP_054869472.1",1582
"111577090","XM_023283184.3","XP_023138952.2",2461
"111577090","XM_023283183.3","XP_023138951.2",2511
"111577070","XM_023283151.3","XP_023138919.3",14073
"111577070","XM_055013488.1","XP_054869463.1",14031
"111577070","XM_023283150.3","XP_023138918.3",14097
"111577105","XM_023283201.3","XP_023138969.1",908
"111577104","XM_023283200.2","XP_023138968.1",1043
"111577074","XM_023283160.3","XP_023138928.2",2482
"111577074","XM_023283159.3","XP_023138927.2",2485
"111577099","XM_023283194.3","XP_023138962.1",1188
"111577099","XM_055013512.1","XP_054869487.1",1460
"111577088","XM_023283179.3","XP_023138947.2",1749
"111577096","XM_023283189.3","XP_023138957.1",980
"111577075","XM_023283162.3","XP_023138930.2",2369
"111577082","XM_023283173.3","XP_023138941.1",2297
"111577095","XM_023283188.3","XP_023138956.1",2484
"111577081","XM_055013500.1","XP_054869475.1",1824
"111577081","XM_023283171.3","XP_023138939.2",1827
"111577092","XM_023283186.3","XP_023138954.2",1449
"111577091","XM_023283185.3","XP_023138953.3",4763
"111577039","XM_035954189.2","XP_035810082.2",4663
"111577039","XM_055013490.1","XP_054869465.1",4641
"111577100","XM_023283195.3","XP_023138963.2",1101
"111577103","XM_023283199.3","XP_023138967.1",1343
"111577080","XM_023283169.3","XP_023138937.1",2275
"111567217","XM_023268204.3","XP_023123972.1",3623
"111577079","XM_035954199.2","XP_035810092.2",3775
"111577079","XM_023283168.3","XP_023138936.2",3756
"111577094","XM_023283187.3","XP_023138955.2",1924
"111577089","XM_023283181.3","XP_023138949.2",1712
"111577089","XM_023283180.3","XP_023138948.2",2558
"111577077","XM_023283164.3","XP_023138932.2",2777
"111577077","XM_055013499.1","XP_054869474.1",2742
"111577097","XM_023283191.3","XP_023138959.1",913
"111577097","XM_055013508.1","XP_054869483.1",783
"111577085","XM_023283175.3","XP_023138943.1",3507
"111577087","XM_023283177.3","XP_023138945.1",1646
"111577086","XM_055013504.1","XP_054869479.1",1597
"111577083","XM_023283174.3","XP_023138942.1",2347
"111577071","XM_023283152.3","XP_023138920.2",9701
"111577056","XM_055013492.1","XP_054869467.1",8077
"111577056","XM_055013493.1","XP_054869468.1",8074
"111577056","XM_055013491.1","XP_054869466.1",8182
"111577056","XM_035954192.2","XP_035810085.2",8056
"111577056","XM_035954190.2","XP_035810083.2",8179
"111577098","XM_023283192.3","XP_023138960.1",922
"111577048","XM_023283118.3","XP_023138886.2",981
"111577047","XM_023283117.3","XP_023138885.1",923
"111577050","XM_055013505.1","XP_054869480.1",3054
"111577050","XM_035954204.2","XP_035810097.1",2925
"111577050","XM_055013507.1","XP_054869482.1",1102
"111577050","XM_023283123.3","XP_023138891.1",932
"111577049","XM_023283119.3","XP_023138887.2",543
"129349642","XM_055013511.1","XP_054869486.1",922
"129349642","XM_055013509.1","XP_054869484.1",938
"111567593","XM_055013839.1","XP_054869814.1",3381
"111567587","XM_023268803.3","XP_023124571.1",6984
"111567585","XM_023268799.3","XP_023124567.2",4613
"111567585","XM_023268798.3","XP_023124566.1",6756
"111567590","XM_023268813.3","XP_023124581.2",7246
"111567589","XM_023268806.3","XP_023124574.2",2400
"111567589","XM_023268807.3","XP_023124575.2",2340
"111567589","XM_023268808.3","XP_023124576.2",2274
"111567592","XM_023268814.3","XP_023124582.2",3453
"111567595","XM_023268823.3","XP_023124591.2",3364
"111567594","XM_023268821.3","XP_023124589.2",3315
"111567596","XM_035947510.2","XP_035803403.2",4472
"111567596","XM_023268824.3","XP_023124592.2",5461
"111567584","XM_055013822.1","XP_054869797.1",4353
"111567584","XM_055013823.1","XP_054869798.1",4335
"111567584","XM_055013824.1","XP_054869799.1",4329
"111567584","XM_055013825.1","XP_054869800.1",4310
"111565718","XM_023265917.3","XP_023121685.1",4680
"111565714","XM_023265907.3","XP_023121675.1",938
"111565717","XM_023265916.3","XP_023121684.1",3060
"111565710","XM_023265900.3","XP_023121668.2",7031
"111565710","XM_055013689.1","XP_054869664.1",7090
"111565710","XM_055013690.1","XP_054869665.1",7002
"111565710","XM_035946262.2","XP_035802155.2",6961
"111565710","XM_023265899.3","XP_023121667.2",6915
"111565721","XM_035946265.2","XP_035802158.2",1305
"111565715","XM_035946267.2","XP_035802160.2",4281
"111565715","XM_023265910.3","XP_023121678.2",4410
"111565715","XM_055013826.1","XP_054869801.1",4277
"111565715","XM_023265911.3","XP_023121679.2",4427
"111565715","XM_023265913.3","XP_023121681.2",4394
"111565715","XM_023265909.3","XP_023121677.2",4316
"111565715","XM_035946268.2","XP_035802161.2",4184
"111565715","XM_023265908.3","XP_023121676.2",4774
"111565719","XM_023265918.3","XP_023121686.1",1981
"111565711","XM_023265902.3","XP_023121670.1",3937
"111565713","XM_055013978.1","XP_054869953.1",3300
"111565713","XM_055013979.1","XP_054869954.1",3231
"111565713","XM_055013977.1","XP_054869952.1",3302
"111565712","XM_023265903.3","XP_023121671.1",1994
"111565720","XM_023265921.3","XP_023121689.2",3266
"111565720","XM_023265919.3","XP_023121687.1",1641
"111574022","XM_023278409.3","XP_023134177.1",2643
"111574008","XM_023278384.3","XP_023134152.2",8529
"111574008","XM_023278383.3","XP_023134151.2",8537
"111574020","XM_023278405.3","XP_023134173.1",1616
"111574024","XM_023278411.3","XP_023134179.2",1660
"111574019","XM_023278404.3","XP_023134172.1",1157
"111574018","XM_023278403.3","XP_023134171.1",2075
"111574012","XM_023278391.3","XP_023134159.1",2061
"111574013","XM_023278392.3","XP_023134160.2",1321
"111574010","XM_023278388.3","XP_023134156.1",3477
"111574010","XM_023278390.3","XP_023134158.1",3560
"111574010","XM_023278387.3","XP_023134155.1",3563
"111574010","XM_023278389.3","XP_023134157.1",3578
"111574025","XM_023278412.3","XP_023134180.2",4233
"111574025","XM_055013414.1","XP_054869389.1",4151
"111574015","XM_055013415.1","XP_054869390.1",3996
"111574015","XM_035951997.2","XP_035807890.1",4032
"111574015","XM_035951996.2","XP_035807889.1",4110
"111574015","XM_055013417.1","XP_054869392.1",2533
"111574015","XM_055013416.1","XP_054869391.1",2535
"111574016","XM_023278399.3","XP_023134167.2",2313
"111574016","XM_023278397.3","XP_023134165.2",2287
"111574016","XM_023278400.3","XP_023134168.2",2206
"111574017","XM_023278401.3","XP_023134169.1",2000
"111574026","XM_023278413.3","XP_023134181.2",3240
"111574027","XM_023278415.3","XP_023134183.1",3552
"111574021","XM_023278407.3","XP_023134175.2",4701
"111574014","XM_023278394.3","XP_023134162.2",3251
"111574009","XM_023278385.3","XP_023134153.2",2823
"111565709","XM_055013738.1","XP_054869713.1",5642
"111565709","XM_055013739.1","XP_054869714.1",5708
"111586527","XM_055013741.1","XP_054869716.1",1693
"111586527","XM_035942025.2","XP_035797918.2",2875
"111586528","XM_023296279.3","XP_023152047.1",1787
"111586529","XM_023296280.3","XP_023152048.1",3663
"111586533","XM_023296283.3","XP_023152051.2",1392
"111586532","XM_055013744.1","XP_054869719.1",1772
"111576328","XM_023281942.3","XP_023137710.2",4512
"111576318","XM_023281927.3","XP_023137695.1",665
"111576316","XM_023281921.3","XP_023137689.2",1556
"111576314","XM_023281918.3","XP_023137686.2",4670
"111576314","XM_023281920.3","XP_023137688.2",4247
"111576314","XM_023281919.2","XP_023137687.2",4282
"111576317","XM_035953600.2","XP_035809493.1",1272
"118471104","XM_035953598.2","XP_035809491.2",2817
"118471104","XM_035953599.2","XP_035809492.2",2814
"111576324","XM_023281937.2","XP_023137705.1",1945
"111576324","XM_023281936.2","XP_023137704.1",1947
"118471107","XM_035953601.2","XP_035809494.2",3951
"111576322","XM_023281934.3","XP_023137702.1",9529
"111576323","XM_055013743.1","XP_054869718.1",3986
"111576313","XM_023281916.3","XP_023137684.1",7192
"111576321","XM_023281930.3","XP_023137698.2",2944
"111576325","XM_023281939.3","XP_023137707.2",940
"111576325","XM_023281938.3","XP_023137706.2",953
"111576319","XM_023281929.3","XP_023137697.2",8393
"111576319","XM_023281928.3","XP_023137696.2",8439
"111568263","XM_055013707.1","XP_054869682.1",8926
"111568263","XM_055013708.1","XP_054869683.1",8755
"111568263","XM_055013709.1","XP_054869684.1",8317
"129349676","XM_055013710.1","XP_054869685.1",2383
"111568270","XM_023269843.3","XP_023125611.2",6088
"111568270","XM_023269842.3","XP_023125610.2",6109
"111568262","XM_023269826.3","XP_023125594.1",6667
"111568262","XM_023269825.3","XP_023125593.2",6549
"111568266","XM_023269837.3","XP_023125605.2",2993
"111568269","XM_023269840.3","XP_023125608.2",4483
"111568269","XM_023269841.3","XP_023125609.2",4394
"111568268","XM_023269839.3","XP_023125607.2",7326
"111568268","XM_023269838.3","XP_023125606.2",7557
"111568264","XM_023269832.3","XP_023125600.2",8378
"111568264","XM_055013748.1","XP_054869723.1",8428
"111568265","XM_035947943.2","XP_035803836.1",8510
"111568265","XM_023269836.3","XP_023125604.1",8444
"111568265","XM_023269835.3","XP_023125603.1",8513
"111568271","XM_023269844.3","XP_023125612.1",3470
"118470259","XM_055013346.1","XP_054869321.1",4149
"118470259","XM_055013345.1","XP_054869320.1",4371
"111572231","XM_055013359.1","XP_054869334.1",6358
"111576908","XM_035954067.2","XP_035809960.2",4300
"111568716","XM_055013321.1","XP_054869296.1",7530
"111568724","XM_023270509.3","XP_023126277.1",4141
"111568727","XM_023270515.3","XP_023126283.2",2209
"111568726","XM_023270512.3","XP_023126280.2",3475
"111568726","XM_023270513.3","XP_023126281.2",3395
"111568726","XM_023270511.3","XP_023126279.2",2250
"111568726","XM_055013322.1","XP_054869297.1",2265
"111568725","XM_055013799.1","XP_054869774.1",5958
"111568725","XM_055013801.1","XP_054869776.1",5885
"111568725","XM_055013803.1","XP_054869778.1",5815
"111568725","XM_055013802.1","XP_054869777.1",5817
"111568725","XM_055013800.1","XP_054869775.1",5900
"111568725","XM_035948308.2","XP_035804201.2",5746
"111568725","XM_055013804.1","XP_054869779.1",5758
"111568725","XM_023270510.3","XP_023126278.2",5689
"111568730","XM_055013793.1","XP_054869768.1",5445
"111568730","XM_055013794.1","XP_054869769.1",4812
"111568730","XM_055013795.1","XP_054869770.1",5280
"111568730","XM_023270516.3","XP_023126284.2",4647
"111568720","XM_023270503.3","XP_023126271.1",1411
"111568720","XM_055013831.1","XP_054869806.1",1343
"111568721","XM_023270505.3","XP_023126273.1",1805
"111568721","XM_023270504.3","XP_023126272.1",1804
"129347261","XM_055013987.1","XP_054869962.1",1995
"129347261","XM_055013984.1","XP_054869959.1",1811
"129347261","XM_055013985.1","XP_054869960.1",1783
"111568718","XM_023270501.3","XP_023126269.1",2723
"111568718","XM_023270500.3","XP_023126268.1",2671
"111568719","XM_035948299.2","XP_035804192.2",2132
"111568723","XM_023270506.3","XP_023126274.1",1855
"111568723","XM_023270507.3","XP_023126275.1",1861
"111568717","XM_055013694.1","XP_054869669.1",3995
"111568717","XM_035948304.2","XP_035804197.1",5263
"111568717","XM_055013695.1","XP_054869670.1",4361
"111568717","XM_055013696.1","XP_054869671.1",4293
"111585107","XM_023294484.3","XP_023150252.2",5744
"111585107","XM_023294485.3","XP_023150253.2",5671
"111585109","XM_023294487.3","XP_023150255.2",2206
"111585108","XM_023294486.3","XP_023150254.1",1666
"111585106","XM_055013549.1","XP_054869524.1",5333
"111583952","XM_023293202.3","XP_023148970.2",1659
"118471849","XM_035958624.2","XP_035814517.2",2618
"129349620","XM_055013458.1","XP_054869433.1",2335
"129349620","XM_055013457.1","XP_054869432.1",2711
"111583955","XM_035958620.2","XP_035814513.2",2421
"111583955","XM_055013456.1","XP_054869431.1",2426
"111583955","XM_035958618.2","XP_035814511.2",2388
"111583955","XM_035958617.2","XP_035814510.2",2392
"111583955","XM_035958619.2","XP_035814512.2",2336
"111583955","XM_023293206.3","XP_023148974.2",2295
"111583955","XM_023293205.3","XP_023148973.2",2299
"118471259","XM_055013455.1","XP_054869430.1",5783
"118471259","XM_055013454.1","XP_054869429.1",8356
"111578011","XM_055013453.1","XP_054869428.1",4455
"111578029","XM_023284606.3","XP_023140374.1",1488
"111578036","XM_023284618.3","XP_023140386.1",2585
"111578038","XM_055013792.1","XP_054869767.1",1171
"111578038","XM_023284620.3","XP_023140388.2",1308
"111578038","XM_035954766.2","XP_035810659.2",1582
"111578031","XM_023284609.3","XP_023140377.2",2298
"111578031","XM_055013791.1","XP_054869766.1",2461
"111578031","XM_055013790.1","XP_054869765.1",2464
"111578031","XM_023284610.3","XP_023140378.2",2406
"111578031","XM_023284608.3","XP_023140376.2",2408
"111578031","XM_055013789.1","XP_054869764.1",2777
"111578016","XM_035954764.2","XP_035810657.1",1248
"111578016","XM_023284587.3","XP_023140355.2",1290
"111578015","XM_023284586.3","XP_023140354.1",1590
"111578015","XM_023284585.3","XP_023140353.1",1621
"111578014","XM_055013975.1","XP_054869950.1",2201
"111578014","XM_023284581.3","XP_023140349.2",2135
"111578014","XM_023284583.3","XP_023140351.2",2048
"111578014","XM_055013976.1","XP_054869951.1",2352
"111578012","XM_023284579.3","XP_023140347.2",1597
"111578012","XM_023284577.2","XP_023140345.2",1914
"111578012","XM_023284576.2","XP_023140344.2",1912
"111578039","XM_035954765.2","XP_035810658.1",1520
"111578040","XM_023284622.3","XP_023140390.2",4033
"111578028","XM_023284604.3","XP_023140372.2",2944
"111578020","XM_035954762.2","XP_035810655.2",3531
"111578019","XM_023284591.3","XP_023140359.1",3544
"111578018","XM_023284590.3","XP_023140358.2",3369
"111578018","XM_023284589.3","XP_023140357.2",3384
"129347245","XM_055013546.1","XP_054869521.1",3561
"111578044","XM_023284625.3","XP_023140393.2",1080
"111578024","XM_055013989.1","XP_054869964.1",1321
"111578024","XM_055013988.1","XP_054869963.1",1393
"111578024","XM_023284601.3","XP_023140369.1",1387
"111578045","XM_023284626.3","XP_023140394.1",1129
"111578033","XM_023284614.3","XP_023140382.1",1306
"111578022","XM_023284596.3","XP_023140364.1",813
"111578022","XM_023284594.3","XP_023140362.1",1401
"111578022","XM_055013762.1","XP_054869737.1",1279
"111578035","XM_023284616.3","XP_023140384.1",2510
"111578034","XM_023284615.3","XP_023140383.3",9207
"111578023","XM_023284597.3","XP_023140365.1",3963
"111578023","XM_023284599.3","XP_023140367.1",4193
"111578023","XM_023284598.3","XP_023140366.1",4081
"111578026","XM_023284602.3","XP_023140370.2",6333
"111578027","XM_023284603.3","XP_023140371.1",2907
"111578041","XM_035954772.2","XP_035810665.2",2397
"111578042","XM_023284624.3","XP_023140392.2",2496
"111578030","XM_023284607.3","XP_023140375.1",1180
"111579078","XM_055013475.1","XP_054869450.1",4111
"111579078","XM_055013474.1","XP_054869449.1",4243
"111579079","XM_023286194.3","XP_023141962.1",1575
"111579093","XM_023286213.3","XP_023141981.1",724
"111579092","XM_023286212.3","XP_023141980.2",1239
"111579085","XM_023286202.3","XP_023141970.1",1152
"111579084","XM_023286200.3","XP_023141968.1",6346
"111579087","XM_023286204.3","XP_023141972.1",3205
"111579081","XM_023286195.3","XP_023141963.1",2330
"111579095","XM_023286215.3","XP_023141983.2",1358
"111579091","XM_023286211.3","XP_023141979.1",1975
"111579086","XM_023286203.3","XP_023141971.2",4077
"111579082","XM_055013657.1","XP_054869632.1",2163
"111579083","XM_023286199.3","XP_023141967.2",1856
"111579088","XM_023286206.3","XP_023141974.2",3293
"111579094","XM_035955419.2","XP_035811312.2",2277
"111579094","XM_023286214.3","XP_023141982.2",3013
"111579094","XM_055013369.1","XP_054869344.1",3068
"111579094","XM_055013368.1","XP_054869343.1",3200
"111579090","XM_023286207.3","XP_023141975.1",3524
"111579090","XM_023286209.3","XP_023141977.1",5610
"111579101","XM_055013774.1","XP_054869749.1",4025
"111579101","XM_023286226.3","XP_023141994.2",3932
"111579106","XM_023286235.3","XP_023142003.1",983
"111579100","XM_023286224.3","XP_023141992.1",6067
"111579105","XM_035955427.2","XP_035811320.2",4337
"111579105","XM_023286233.3","XP_023142001.2",4710
"111579105","XM_023286234.3","XP_023142002.2",4257
"111579102","XM_023286228.3","XP_023141996.2",7371
"111579102","XM_023286227.3","XP_023141995.2",7374
"111579103","XM_023286230.3","XP_023141998.3",1014
"111579104","XM_035955424.2","XP_035811317.2",694
"111579099","XM_023286220.3","XP_023141988.1",9540
"111579099","XM_055013605.1","XP_054869580.1",9673
"111579099","XM_055013604.1","XP_054869579.1",9531
"111579099","XM_055013607.1","XP_054869582.1",9468
"111579099","XM_055013608.1","XP_054869583.1",9427
"111579099","XM_035955423.2","XP_035811316.1",9516
"111577921","XM_023284445.3","XP_023140213.1",4630
"111577921","XM_023284447.3","XP_023140215.1",4617
"111577921","XM_023284446.3","XP_023140214.1",4609
"111577923","XM_023284450.3","XP_023140218.1",5057
"111577914","XM_055013883.1","XP_054869858.1",9852
"111577914","XM_055013875.1","XP_054869850.1",10163
"111577914","XM_055013882.1","XP_054869857.1",10013
"111577914","XM_055013887.1","XP_054869862.1",9928
"111577914","XM_055013876.1","XP_054869851.1",10270
"111577914","XM_055013874.1","XP_054869849.1",10324
"111577914","XM_055013884.1","XP_054869859.1",10229
"111577914","XM_055013879.1","XP_054869854.1",10167
"111577914","XM_055013877.1","XP_054869852.1",10227
"111577914","XM_055013881.1","XP_054869856.1",7528
"111577914","XM_055013878.1","XP_054869853.1",7590
"111577914","XM_035954700.2","XP_035810593.2",9842
"111577914","XM_023284425.3","XP_023140193.2",9884
"111577914","XM_055013885.1","XP_054869860.1",9938
"111577914","XM_055013888.1","XP_054869863.1",11765
"111577914","XM_055013890.1","XP_054869865.1",11258
"111577914","XM_055013889.1","XP_054869864.1",11379
"111577914","XM_055013880.1","XP_054869855.1",5161
"111577914","XM_055013886.1","XP_054869861.1",7814
"111577911","XM_055014004.1","XP_054869979.1",6412
"111577916","XM_055013633.1","XP_054869608.1",5309
"111577916","XM_023284432.3","XP_023140200.1",5093
"111577916","XM_023284433.3","XP_023140201.1",4912
"111577917","XM_023284439.3","XP_023140207.2",2073
"111577917","XM_023284438.3","XP_023140206.2",2109
"111577917","XM_023284436.3","XP_023140204.2",2121
"111577925","XM_023284453.3","XP_023140221.1",1897
"111577926","XM_023284454.3","XP_023140222.1",1901
"111577912","XM_035954698.2","XP_035810591.1",9881
"111577912","XM_023284423.3","XP_023140191.1",10026
"111577913","XM_035954705.2","XP_035810598.2",651
"111577924","XM_023284451.3","XP_023140219.2",3782
"111577930","XM_023284458.3","XP_023140226.2",2425
"111577918","XM_023284441.3","XP_023140209.1",3544
"111577918","XM_023284440.3","XP_023140208.1",3584
"111577919","XM_055013620.1","XP_054869595.1",4101
"111577919","XM_023284442.3","XP_023140210.3",4112
"111577919","XM_023284443.3","XP_023140211.3",4108
"111577919","XM_023284444.3","XP_023140212.2",4110
"111577927","XM_023284455.3","XP_023140223.1",4348
"111577927","XM_055013621.1","XP_054869596.1",6215
"111577922","XM_023284449.3","XP_023140217.2",1472
"111577922","XM_035954708.2","XP_035810601.2",3670
"111566130","XM_023266550.3","XP_023122318.2",4451
"111566130","XM_023266546.3","XP_023122314.2",4526
"111566130","XM_023266547.3","XP_023122315.2",5123
"111566132","XM_023266551.3","XP_023122319.1",2134
"111566133","XM_023266552.3","XP_023122320.1",2198
"111566129","XM_023266544.3","XP_023122312.1",2664
"111566129","XM_023266545.3","XP_023122313.1",2664
"111566127","XM_023266543.3","XP_023122311.2",2444
"111566127","XM_023266542.3","XP_023122310.2",2447
"118470046","XM_035946546.2","XP_035802439.1",7907
"111579336","XM_023286591.3","XP_023142359.2",1521
"111579335","XM_023286588.2","XP_023142356.1",945
"111579335","XM_023286590.3","XP_023142358.1",923
"111579337","XM_023286592.3","XP_023142360.2",3241
"118471675","XM_035957513.2","XP_035813406.2",2355
"118471674","XM_035957512.2","XP_035813405.2",1228
"111582293","XM_023290908.3","XP_023146676.1",4727
"111582293","XM_055013367.1","XP_054869342.1",2634
"111582293","XM_023290910.3","XP_023146678.1",4320
"111582285","XM_035957511.2","XP_035813404.1",4084
"111582285","XM_023290890.3","XP_023146658.1",4085
"111582290","XM_023290901.3","XP_023146669.1",4173
"111582290","XM_055013591.1","XP_054869566.1",4160
"111582292","XM_055013660.1","XP_054869635.1",2551
"111582291","XM_023290906.3","XP_023146674.1",2331
"111582288","XM_035957520.2","XP_035813413.2",5560
"111582288","XM_023290900.3","XP_023146668.2",5562
"111582288","XM_055013767.1","XP_054869742.1",5580
"111582295","XM_023290911.3","XP_023146679.1",4247
"111582286","XM_055013476.1","XP_054869451.1",5135
"111582286","XM_023290893.3","XP_023146661.1",3657
"111582286","XM_023290896.3","XP_023146664.1",3654
"111582286","XM_023290897.3","XP_023146665.1",3654
"111582287","XM_055013478.1","XP_054869453.1",3117
"111582287","XM_055013477.1","XP_054869452.1",3138
"111586475","XM_023296189.3","XP_023151957.2",6527
"111566140","XM_055013863.1","XP_054869838.1",7638
"111566260","XM_023266814.3","XP_023122582.1",2574
"111566347","XM_023266932.3","XP_023122700.2",986
"111566070","XM_055013444.1","XP_054869419.1",6383
"118470830","XM_035951711.2","XP_035807604.1",3860
"118470830","XM_055013443.1","XP_054869418.1",3715
"111573623","XM_023277873.3","XP_023133641.2",1578
"111573623","XM_023277875.3","XP_023133643.2",2149
"111573623","XM_023277874.3","XP_023133642.2",2143
"111573622","XM_023277869.3","XP_023133637.1",3889
"111573622","XM_035951712.2","XP_035807605.1",3892
"111573622","XM_023277870.3","XP_023133638.1",3886
"111573622","XM_023277872.3","XP_023133640.1",3428
"111573622","XM_023277871.3","XP_023133639.1",3431
"111573613","XM_023277856.3","XP_023133624.1",7377
"111573613","XM_035951706.2","XP_035807599.1",7386
"111589047","XM_023299745.3","XP_023155513.2",2223
"111589044","XM_023299741.3","XP_023155509.1",2584
"111589041","XM_023299736.3","XP_023155504.2",3508
"111589046","XM_023299744.3","XP_023155512.1",1340
"111589042","XM_023299737.3","XP_023155505.1",2259
"111589048","XM_023299746.3","XP_023155514.2",1347
"111589048","XM_023299747.3","XP_023155515.2",1342
"111589040","XM_023299734.3","XP_023155502.2",2328
"111589040","XM_055013973.1","XP_054869948.1",2218
"111589040","XM_035943650.2","XP_035799543.2",2325
"111589045","XM_023299742.3","XP_023155510.1",4953
"111589045","XM_023299743.3","XP_023155511.1",4948
"111572880","XM_055013661.1","XP_054869636.1",4141
"111572881","XM_023276749.3","XP_023132517.2",5627
"111572871","XM_023276732.3","XP_023132500.2",1568
