"geneID","transcriptID","proteinID","symbol","description"
129349921,"XM_055014799.1","XP_054870774","LOC129349921","vesicle transport protein SFT2C-like"
111577609,"XM_055014794.1","XP_054870769","si:ch1073-184j22.2_ENSAOCG00000011864","dual specificity protein phosphatase 18"
111577600,"XM_023283946.3","XP_023139714","LOC111577600_rpp40","ribonuclease P/MRP 40 subunit"
111577599,"XM_023283945.3","XP_023139713","LOC111577599_riok1","RIO kinase 1 (yeast)"
111577607,"XM_055014777.1","XP_054870752","LOC111577607_ENSAOCG00000011790","inositol monophosphatase 1-like"
129349917,"XM_055014785.1","XP_054870760","LOC129349917","inositol monophosphatase 1-like.5"
129349899,"XM_055014719.1","XP_054870694","LOC129349899","cadherin-7-like.1"
111577606,"XM_023283952.3","XP_023139720","LOC111577606_dnajc1","DnaJ (Hsp40) homolog, subfamily C, member 1"
129349896,"XM_055014709.1","XP_054870684","LOC129349896","anion exchange protein 2-like.1"
111587510,"XM_055014772.1","XP_054870747","LOC111587510_ttc19","tetratricopeptide repeat protein 19, mitochondrial-like"
111573695,"XM_023277984.3","XP_023133752","LOC111573695_ENSAOCG00000007045","oocyte zinc finger protein XlCOF6-like"
111573702,"XM_055014743.1","XP_054870718","LOC111573702","uncharacterized LOC111573702"
118471090,"XM_055014804.1","XP_054870779","LOC118471090","dynein axonemal heavy chain 17-like"
111576065,"XM_055014791.1","XP_054870766","LOC111576065_tmub1","transmembrane and ubiquitin-like domain containing 1"
129349902,"XM_055014738.1","XP_054870713","LOC129349902","nucleolar transcription factor 1-A-like"
111576067,"XM_055014715.1","XP_054870690","LOC111576067_fastk","Fas-activated serine/threonine kinase"
111568786,"XM_023270592.3","XP_023126360","LOC111568786_afg3l2","AFG3-like AAA ATPase 2"
111568788,"XM_023270595.3","XP_023126363","puf60a_ENSAOCG00000015558","poly-U binding splicing factor a"
129349913,"XM_055014770.1","XP_054870745","LOC129349913","kelch-like protein 18"
129349919,"XM_055014788.1","XP_054870763","LOC129349919","transcriptional activator Myb-like"
111577604,"XM_023283949.3","XP_023139717","LOC111577604_WDR33","pre-mRNA 3' end processing protein WDR33"
111577605,"XM_023283951.3","XP_023139719","LOC111577605_sft2d3","vesicle transport protein SFT2C"
129349920,"XM_055014797.1","XP_054870772","LOC129349920","dual specificity protein phosphatase 18-like"
129349918,"XM_055014787.1","XP_054870762","LOC129349918","ribonuclease P protein subunit p40-like"
129349931,"XM_055014810.1","XP_054870785","LOC129349931","serine/threonine-protein kinase RIO1-like.1"
129349743,"XM_055014038.1","XP_054870013","LOC129349743","inositol monophosphatase 1-like.4"
129349916,"XM_055014775.1","XP_054870750","LOC129349916","serine/threonine-protein kinase RIO1-like"
129347265,"XM_055014790.1","XP_054870765","LOC129347265","inositol monophosphatase 1-like.3"
111577613,"XM_023283962.3","XP_023139730","LOC111577613_impa1","inositol monophosphatase 1-like.1"
111577602,"XM_035954513.2","XP_035810406","LOC111577602_ENSAOCG00000011652","cadherin-7-like"
129349906,"XM_055014752.1","XP_054870727","LOC129349906","dnaJ homolog subfamily C member 1-like"
111577603,"XM_035954515.2","XP_035810408","LOC111577603_SLC4A2","anion exchange protein 2-like"
111577610,"XM_055014666.1","XP_054870641","ttc19","tetratricopeptide repeat domain 19"
129349904,"XM_055014749.1","XP_054870724","LOC129349904","oocyte zinc finger protein XlCOF6-like.5"
129347263,"XM_055014792.1","XP_054870767","LOC129347263","transmembrane and ubiquitin-like domain-containing protein 1"
111576066,"XM_023281569.3","XP_023137337","ubtfl","upstream binding transcription factor, like"
129347264,"XM_055014716.1","XP_054870691","LOC129347264","FAST kinase domain-containing protein 3, mitochondrial-like.1"
129349900,"XM_055014720.1","XP_054870695","LOC129349900","AFG3-like protein 2"
129349905,"XM_055014750.1","XP_054870725","LOC129349905","poly(U)-binding-splicing factor PUF60-like"
111568787,"XM_023270594.3","XP_023126362","klhl18","kelch-like family member 18"
129349911,"XM_055014765.1","XP_054870740","LOC129349911","phakinin-like"
129349915,"XM_055014773.1","XP_054870748","LOC129349915","C-C chemokine receptor type 9-like.1"
111568785,"XM_023270587.3","XP_023126355","si:dkey-154p10.3_ENSAOCG00000015525","zinc finger protein 335"
118470317,"XM_035948334.2","XP_035804227","LOC118470317","trichohyalin-like.1"
129349909,"XM_055014762.1","XP_054870737","LOC129349909","melanopsin-like"
111568784,"XM_055014768.1","XP_054870743","LOC111568784","protein disulfide-isomerase TMX3-like"
111586476,"XM_055014746.1","XP_054870721","LOC111586476_ENSAOCG00000005727","chromodomain Y-like protein.1"
129349924,"XM_055014805.1","XP_054870780","LOC129349924","kelch-like protein 18.1"
111568789,"XM_023270596.3","XP_023126364","LOC111568789_bfsp2","beaded filament structural protein 2, phakinin"
111568782,"XM_023270583.3","XP_023126351","ccr9a","chemokine (C-C motif) receptor 9a"
111581728,"XM_055014873.1","XP_054870848","LOC111581728","zinc finger protein 335-like"
129347262,"XM_055014813.1","XP_054870788","LOC129347262","trichohyalin-like.2"
111568783,"XM_023270585.3","XP_023126353","opn4.1","opsin 4.1"
129349932,"XM_055014811.1","XP_054870786","LOC129349932","protein disulfide-isomerase TMX3-like.1"
111568781,"XM_023270581.3","XP_023126349","LOC111568781_ENSAOCG00000015478","chromodomain Y-like protein"
129349948,"XM_055014886.1","XP_054870861","LOC129349948","erythroferrone-like.1"
129349790,"XM_055014100.1","XP_054870075","LOC129349790","mitofusin-1-like.1"
129347293,"XM_055014667.1","XP_054870642","LOC129347293","PEX5-related protein-like.1"
111564486,"XM_023264079.3","XP_023119847","LOC111564486_ENSAOCG00000002932","cytochrome P450 7B1"
111564484,"XM_023264077.3","XP_023119845","LOC111564484","PEX5-related protein-like"
111564487,"XM_055014552.1","XP_054870527","LOC111564487_ENSAOCG00000002936","mitofusin-1-like"
129349758,"XM_055014079.1","XP_054870054","LOC129349758","erythroferrone-like"
111584443,"XM_055015286.1","XP_054871261","sytl5_ENSAOCG00000010118","synaptotagmin-like 5"
129350017,"XM_055015089.1","XP_054871064","LOC129350017","uncharacterized LOC129350017"
111585349,"XM_023294823.3","XP_023150591","srpx","sushi-repeat containing protein X-linked"
118469218,"XM_035941343.2","XP_035797236","rpgra","retinitis pigmentosa GTPase regulator a"
111585395,"XM_023294871.3","XP_023150639","otc","ornithine transcarbamylase"
111585448,"XM_055014959.1","XP_054870934","gpr161a_gpr161b","G protein-coupled receptor 161a"
111585215,"XM_023294617.3","XP_023150385","dcaf6","ddb1 and cul4 associated factor 6"
111585241,"XM_023294654.3","XP_023150422","mpc2b","mitochondrial pyruvate carrier 2b"
111585583,"XM_023295143.3","XP_023150911","rpl24","ribosomal protein L24"
111585431,"XM_023294923.3","XP_023150691","cep97","centrosomal protein 97"
111570943,"XM_035949847.2","XP_035805740","nxpe3","neurexophilin and PC-esterase domain family, member 3"
111570941,"XM_023273960.3","XP_023129728","me3","malic enzyme 3, NADP(+)-dependent, mitochondrial"
111570942,"XM_055015239.1","XP_054871214","ildr1b","immunoglobulin-like domain containing receptor 1b"
111585576,"XM_055015378.1","XP_054871353","ildr2","immunoglobulin-like domain containing receptor 2"
111585577,"XM_023295133.3","XP_023150901","LOC111585577_ENSAOCG00000012250","cell surface A33 antigen-like"
111565706,"XM_055015372.1","XP_054871347","pou2f1b","POU class 2 homeobox 1b"
111565697,"XM_055015272.1","XP_054871247","lamp1b","lysosomal associated membrane protein 1b"
111578766,"XM_023285716.3","XP_023141484","LOC111578766_GRTP1","growth hormone-regulated TBC protein 1-A-like"
111578728,"XM_055015593.1","XP_054871568","dcun1d2a","DCN1, defective in cullin neddylation 1, domain containing 2a"
111578745,"XM_055015422.1","XP_054871397","tfdp1a","transcription factor Dp-1, a"
111582970,"XM_023291861.3","XP_023147629","LOC111582970_grk1a","rhodopsin kinase GRK1-like"
111582973,"XM_023291869.3","XP_023147637","mettl21cb","methyltransferase 21C, AARS1 lysine b"
111582974,"XM_023291870.3","XP_023147638","si:ch211-160b11.4_ENSAOCG00000002211","pinin"
111582972,"XM_023291865.3","XP_023147633","jam2b","junctional adhesion molecule 2b"
111582969,"XM_055015255.1","XP_054871230","st6gal2a_ENSAOCG00000013837","ST6 beta-galactosamide alpha-2,6-sialyltranferase 2a"
111584824,"XM_055015254.1","XP_054871229","tmtops2b","teleost multiple tissue opsin 2b"
111584825,"XM_023294118.3","XP_023149886","uxs1","UDP-glucuronate decarboxylase 1"
111584826,"XM_023294119.3","XP_023149887","ecrg4a","ECRG4 augurin precursor a"
111572180,"XM_055015035.1","XP_054871010","nck2a","NCK adaptor protein 2a"
111567987,"XM_023269419.3","XP_023125187","fhl2a_FHL2","four and a half LIM domains 2a"
111567988,"XM_023269420.3","XP_023125188","c11h2orf49_si:dkeyp-118h3.6","chromosome 11 C2orf49 homolog"
111567986,"XM_035947765.2","XP_035803658","LOC111567986","zinc-binding protein A33-like"
111567995,"XM_023269429.3","XP_023125197","gpr45","G protein-coupled receptor 45"
111567991,"XM_023269424.3","XP_023125192","pou3f3a","POU class 3 homeobox 3a"
111567993,"XM_023269427.3","XP_023125195","tmem182a","transmembrane protein 182a"
111567994,"XM_023269428.3","XP_023125196","mfsd9","major facilitator superfamily domain containing 9"
111567989,"XM_023269421.3","XP_023125189","slc9a2","solute carrier family 9 member 2"
111567992,"XM_035947769.2","XP_035803662","inpp4aa","inositol polyphosphate-4-phosphatase type I Aa"
111578812,"XM_023285780.3","XP_023141548","si:dkey-4e7.3","uncharacterized LOC111578812"
111565273,"XM_023265319.3","XP_023121087","LOC111565273_COA5","cytochrome c oxidase assembly factor 5"
111565274,"XM_023265320.3","XP_023121088","mgat4a_ENSAOCG00000015418","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
111565272,"XM_023265318.3","XP_023121086","creg2","cellular repressor of E1A-stimulated genes 2"
111565275,"XM_023265321.3","XP_023121089","cracdla_ENSAOCG00000015460","cracd like a"
111564469,"XM_023264049.3","XP_023119817","mitd1","MIT, microtubule interacting and transport, domain containing 1"
111564471,"XM_023264052.3","XP_023119820","mrpl30","mitochondrial ribosomal protein L30"
118469880,"XM_035945362.2","XP_035801255","LOC118469880","uncharacterized LOC118469880"
111564470,"XM_023264051.3","XP_023119819","txndc9","thioredoxin domain containing 9"
111582119,"XM_055015100.1","XP_054871075","rev1","REV1 DNA directed polymerase"
111582125,"XM_035957577.2","XP_035813470","aff3","AF4/FMR2 family, member 3"
111582106,"XM_023290605.3","XP_023146373","arhgef7a","Rho guanine nucleotide exchange factor (GEF) 7a"
111564159,"XM_035945125.2","XP_035801018","sox1a","SRY-box transcription factor 1a"
111564160,"XM_023263578.3","XP_023119346","LOC111564160_ATP11A","phospholipid-transporting ATPase IH-like"
129349979,"XM_055014980.1","XP_054870955","mcf2lb","mcf.2 cell line derived transforming sequence-like b"
111571633,"XM_055014984.1","XP_054870959","LOC111571633","PHD finger protein 11"
129349981,"XM_055014985.1","XP_054870960","LOC129349981","uncharacterized LOC129349981"
111571617,"XM_023274875.3","XP_023130643","LOC111571617_rcbtb1","RCC1 and BTB domain-containing protein 1-like"
111571606,"XM_023274864.3","XP_023130632","kpna3","karyopherin alpha 3 (importin alpha 4)"
111571674,"XM_023274951.3","XP_023130719","spryd7b","SPRY domain containing 7b"
111571661,"XM_023274937.3","XP_023130705","trim13","tripartite motif containing 13"
111571679,"XM_023274964.3","XP_023130732","rnaseh2b","ribonuclease H2, subunit B"
111571654,"XM_023274915.3","XP_023130683","LOC111571654","uncharacterized protein C13orf42"
111571687,"XM_023274976.3","XP_023130744","LOC111571687","TLR adapter interacting with SLC15A4 on the lysosome"
111583961,"XM_023293211.3","XP_023148979","LOC111583961_NR0B1","nuclear receptor subfamily 0 group B member 1-like"
111583959,"XM_055015565.1","XP_054871540","il1rapl1a","interleukin 1 receptor accessory protein-like 1a"
111572879,"XM_023276747.3","XP_023132515","cmss1","cms1 ribosomal small subunit homolog"
111572877,"XM_023276743.3","XP_023132511","LOC111572877","filamin A-interacting protein 1-like"
111572878,"XM_023276744.3","XP_023132512","tmem30c","transmembrane protein 30C"
111572876,"XM_023276742.3","XP_023132510","dcbld2","discoidin, CUB and LCCL domain containing 2"
111572870,"XM_023276731.3","XP_023132499","col8a1a_COL8A1","collagen, type VIII, alpha 1a"
111572875,"XM_023276740.3","XP_023132508","jagn1a","jagunal homolog 1a"
111572872,"XM_023276735.3","XP_023132503","tfg","trafficking from ER to golgi regulator"
111588659,"XM_035943314.2","XP_035799207","LOC111588659_ENSAOCG00000011394","target of Nesh-SH3"
111588660,"XM_035943312.2","XP_035799205","impg2a","interphotoreceptor matrix proteoglycan 2a"
111588658,"XM_055015404.1","XP_054871379","senp7","SUMO specific peptidase 7"
111585077,"XM_023294449.2","XP_023150217","atp6ap2","ATPase H+ transporting accessory protein 2"
111585076,"XM_023294447.3","XP_023150215","bcor","BCL6 corepressor"
118469097,"XM_055014951.1","XP_054870926","si:dkey-100n23.5","cyclic AMP receptor 4"
111566423,"XM_023267005.3","XP_023122773","LOC111566423","mid1-interacting protein 1-B-like"
111571713,"XM_055014940.1","XP_054870915","tspan7b","tetraspanin 7b"
111568460,"XM_023270126.3","XP_023125894","katnal1","katanin p60 subunit A-like 1"
111568461,"XM_023270128.3","XP_023125896","zgc:101559","Ras-related protein Rab-33B-like"
111568458,"XM_023270122.3","XP_023125890","kbtbd7_ENSAOCG00000024672","kelch repeat and BTB (POZ) domain containing 7"
118470284,"XM_035948136.2","XP_035804029","wu:fc50b12","uncharacterized LOC118470284"
111568459,"XM_023270124.3","XP_023125892","slain1a","SLAIN motif family, member 1a"
111568457,"XM_055015205.1","XP_054871180","scel","sciellin"
111568452,"XM_055014895.1","XP_054870870","mycbp2","MYC binding protein 2"
111575993,"XM_023281507.3","XP_023137275","fbxl3a","F-box and leucine-rich repeat protein 3a"
111576529,"XM_023282289.3","XP_023138057","cln5","CLN5 intracellular trafficking protein"
111576076,"XM_023281619.3","XP_023137387","zgc:162944","uncharacterized LOC111576076"
111576374,"XM_023282049.3","XP_023137817","acod1","aconitate decarboxylase 1"
111576290,"XM_023281931.3","XP_023137699","kctd12.1","potassium channel tetramerisation domain containing 12.1"
111575401,"XM_023280531.3","XP_023136299","lmo7a","LIM domain 7a"
111576153,"XM_023281741.3","XP_023137509","uchl3","ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)"
111576454,"XM_023282165.3","XP_023137933","LOC111576454","uncharacterized LOC111576454"
111572814,"XM_023276643.3","XP_023132411","commd6","COMM domain containing 6"
111572803,"XM_023276625.3","XP_023132393","tbc1d4","TBC1 domain family, member 4"
111572809,"XM_023276634.3","XP_023132402","klf12b","Kruppel-like factor 12b"
111572808,"XM_023276633.3","XP_023132401","klf5b_KLF5","Kruppel-like factor 5b"
111572822,"XM_055015058.1","XP_054871033","dachd","dachshund d"
111572818,"XM_035951163.2","XP_035807056","gpr18","G protein-coupled receptor 18"
111572817,"XM_023276646.3","XP_023132414","gpr183a","G protein-coupled receptor 183a"
111572825,"XM_023276654.3","XP_023132422","si:ch211-184m13.4","uncharacterized LOC111572825"
111572813,"XM_035951171.2","XP_035807064","clybl","citrate lyase beta like"
111572815,"XM_023276644.3","XP_023132412","zic5","zic family member 5 (odd-paired homolog, Drosophila)"
111572816,"XM_023276645.3","XP_023132413","zic2a","zic family member 2 (odd-paired homolog, Drosophila), a"
111584630,"XM_055015047.1","XP_054871022","LOC111584630","uncharacterized LOC111584630"
118470507,"XM_055015054.1","XP_054871029","LOC118470507","uncharacterized LOC118470507"
111575548,"XM_023280748.3","XP_023136516","tmtc4","transmembrane O-mannosyltransferase targeting cadherins 4"
111585252,"XM_055015185.1","XP_054871160","nalcn","sodium leak channel, non-selective"
111584055,"XM_023293305.3","XP_023149073","itgbl1","integrin, beta-like 1"
111584056,"XM_023293307.3","XP_023149075","fgf14","fibroblast growth factor 14"
111584063,"XM_023293315.3","XP_023149083","cfap97d2","CFAP97 domain containing 2"
111584058,"XM_023293309.3","XP_023149077","cdc16","cell division cycle 16 homolog (S. cerevisiae)"
111584060,"XM_023293312.3","XP_023149080","upf3a","UPF3A regulator of nonsense mediated mRNA decay"
111584061,"XM_023293314.3","XP_023149082","p2ry8","P2Y receptor family member 8"
111584059,"XM_023293310.3","XP_023149078","asmtl","acetylserotonin O-methyltransferase-like"
129349968,"XM_055014973.1","XP_054870948","LOC129349968","uncharacterized LOC129349968"
111580929,"XM_035956607.2","XP_035812500","shox","shox homeobox"
111580926,"XM_023288863.3","XP_023144631","ppp2r3b_ENSAOCG00000018880","protein phosphatase 2, regulatory subunit B'', beta"
111580925,"XM_023288859.3","XP_023144627","si:ch211-269e2.1_ENSAOCG00000018966","cohesin subunit SA-2"
111580931,"XM_023288872.3","XP_023144640","si:ch211-218d20.15_ENSAOCG00000018998","uncharacterized si:ch211-218d20.15"
111580927,"XM_023288866.3","XP_023144634","med14","mediator complex subunit 14"
111580923,"XM_023288850.3","XP_023144618","usp9","ubiquitin specific peptidase 9"
111580930,"XM_055015586.1","XP_054871561","rpl8","ribosomal protein L8"
111585668,"XM_035941504.2","XP_035797397","itga4_ENSAOCG00000009683","integrin alpha 4"
111586410,"XM_023296107.3","XP_023151875","cerkl","ceramide kinase-like.1"
111586409,"XM_023296106.3","XP_023151874","neurod1","neuronal differentiation 1"
111569276,"XM_055015119.1","XP_054871094","itprid2","ITPR interacting domain containing 2"
111583920,"XM_023293184.3","XP_023148952","cwc22_ENSAOCG00000023641","CWC22 spliceosome associated protein homolog"
111568567,"XM_055015227.1","XP_054871202","znf385b_ENSAOCG00000023028","zinc finger protein 385B"
111583684,"XM_055015271.1","XP_054871246","LOC111583684_ENSAOCG00000008440","solute carrier family 22 member 4-like.1"
111583683,"XM_055015269.1","XP_054871244","sestd1","SEC14 and spectrin domains 1"
111583685,"XM_055014971.1","XP_054870946","dnajc15","DnaJ (Hsp40) homolog, subfamily C, member 15"
111583686,"XM_023292883.3","XP_023148651","LOC111583686","CD209 antigen-like protein C"
111585806,"XM_023295422.3","XP_023151190","plekhm3","pleckstrin homology domain containing, family M, member 3"
111572701,"XM_023276462.3","XP_023132230","LOC111572701_klf7b","Krueppel-like factor 7.1"
111565777,"XM_023266015.3","XP_023121783","gdf3","growth differentiation factor 3"
111565778,"XM_055015437.1","XP_054871412","trappc10","trafficking protein particle complex subunit 10"
111574471,"XM_023279088.3","XP_023134856","cnga4_ENSAOCG00000001174","cyclic nucleotide gated channel subunit alpha 4"
111574474,"XM_035952303.2","XP_035808196","fhip1b","FHF complex subunit HOOK interacting protein 1B"
118470928,"XM_035952307.2","XP_035808200","LOC118470928","uncharacterized LOC118470928"
111574468,"XM_055015415.1","XP_054871390","ankrd50l_ENSAOCG00000017142","ankyrin repeat domain 50-like"
111574470,"XM_023279087.3","XP_023134855","hpxa","hemopexin a"
118470927,"XM_055015527.1","XP_054871502","LOC118470927","putative nuclease HARBI1.12"
129349973,"XM_055014976.1","XP_054870951","LOC129349973","oligodendrocyte transcription factor 1-like"
111574482,"XM_023279108.3","XP_023134876","LOC111574482_olig1","oligodendrocyte transcription factor 1"
111574479,"XM_023279106.3","XP_023134874","olig2","oligodendrocyte lineage transcription factor 2"
111574476,"XM_035952299.2","XP_035808192","dhrs12","dehydrogenase/reductase (SDR family) member 12"
111574477,"XM_023279104.3","XP_023134872","LOC111574477_ENSAOCG00000017594","CD209 antigen-like protein E.6"
111565408,"XM_055015281.1","XP_054871256","wdfy2","WD repeat and FYVE domain containing 2"
111565407,"XM_023265458.3","XP_023121226","ints6","integrator complex subunit 6"
111565410,"XM_023265463.3","XP_023121231","serpine3","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3"
129349976,"XM_055014977.1","XP_054870952","LOC129349976","protein FAM9A-like"
111573982,"XM_055015474.1","XP_054871449","LOC111573982_FAM124A","protein FAM124A"
111568102,"XM_023269583.3","XP_023125351","tsn","translin"
111568101,"XM_035947828.2","XP_035803721","si:dkey-91i10.2","uncharacterized LOC111568101"
111568105,"XM_023269586.3","XP_023125354","eaf2","ELL associated factor 2"
111568109,"XM_023269591.3","XP_023125359","dynlt3","dynein light chain Tctex-type 3"
111568116,"XM_023269603.3","XP_023125371","xk","X-linked Kx blood group (McLeod syndrome)"
111568107,"XM_023269589.3","XP_023125357","LOC111568107_LANCL3","lanC-like protein 3"
111568108,"XM_023269590.3","XP_023125358","LOC111568108","gastrin-releasing peptide receptor-like.1"
111568106,"XM_035947832.2","XP_035803725","piga","phosphatidylinositol glycan anchor biosynthesis, class A"
118470229,"XM_055014963.1","XP_054870938","LOC118470229","uncharacterized LOC118470229"
129349993,"XM_055015011.1","XP_054870986","si:dkey-192g7.3","uncharacterized si:dkey-192g7.3"
111568091,"XM_023269570.3","XP_023125338","LOC111568091_appb","amyloid-beta A4 protein-like"
111568104,"XM_055015148.1","XP_054871123","gabpa","GA binding protein transcription factor subunit alpha"
111568092,"XM_023269572.3","XP_023125340","u2af1","U2 small nuclear RNA auxiliary factor 1"
111568100,"XM_035947824.2","XP_035803717","cbsb_CBS","cystathionine beta-synthase b"
111568111,"XM_023269593.3","XP_023125361","sik1","salt-inducible kinase 1"
111583022,"XM_023291931.3","XP_023147699","ankrd10b","ankyrin repeat domain 10b"
111583023,"XM_023291932.3","XP_023147700","ube2al","ubiquitin conjugating enzyme E2 A, like"
111566602,"XM_023267291.3","XP_023123059","ing1","inhibitor of growth family, member 1"
111566599,"XM_023267281.3","XP_023123049","naxd","NAD(P)HX dehydratase"
111566600,"XM_023267287.3","XP_023123055","rab20","RAB20, member RAS oncogene family"
111566596,"XM_023267277.3","XP_023123045","col4a2","collagen, type IV, alpha 2"
111566597,"XM_023267280.3","XP_023123048","col4a1","collagen, type IV, alpha 1"
111566595,"XM_023267274.3","XP_023123042","irs2b_IRS2","insulin receptor substrate 2b"
111566601,"XM_023267288.3","XP_023123056","myo16","myosin XVI"
111566609,"XM_023267298.3","XP_023123066","tnfsf13b","TNF superfamily member 13b"
111566608,"XM_023267297.3","XP_023123065","abhd13","abhydrolase domain containing 13"
111566603,"XM_023267292.3","XP_023123060","LOC111566603_NALF1","NALCN channel auxiliary factor 1"
111566607,"XM_023267296.3","XP_023123064","cckbrb_ENSAOCG00000009345","cholecystokinin B receptor b"
129350043,"XM_055015323.1","XP_054871298","LOC129350043","cholecystokinin receptor type A-like"
111578111,"XM_023284713.3","XP_023140481","zgc:113337","uncharacterized LOC111578111"
111578113,"XM_055015079.1","XP_054871054","si:ch211-214p13.8","B- and T-lymphocyte attenuator"
118471268,"XM_035954808.2","XP_035810701","si:ch211-214p13.7","uncharacterized si:ch211-214p13.7"
111578114,"XM_023284716.3","XP_023140484","si:ch211-214p13.9_ENSAOCG00000010624","cell surface glycoprotein CD200 receptor 1-A"
111578110,"XM_023284711.3","XP_023140479","cfap91","cilia and flagella associated protein 91"
111578106,"XM_035954798.2","XP_035810691","nr1i2","nuclear receptor subfamily 1, group I, member 2"
111578103,"XM_023284703.3","XP_023140471","gsk3ba","glycogen synthase kinase 3 beta, genome duplicate a"
111578107,"XM_023284708.3","XP_023140476","gpr156","G protein-coupled receptor 156"
111578105,"XM_023284706.3","XP_023140474","lrrc58b_LRRC58","leucine rich repeat containing 58b"
111578104,"XM_023284705.3","XP_023140473","fstl1b","follistatin-like 1b"
111578116,"XM_035954805.2","XP_035810698","LOC111578116","uncharacterized LOC111578116"
111578960,"XM_055015077.1","XP_054871052","si:ch211-214p13.3_ENSAOCG00000007956","nectin-3-like protein"
111578961,"XM_023285990.3","XP_023141758","LOC111578961","uncharacterized LOC111578961"
111578959,"XM_035955337.2","XP_035811230","LOC111578959_gja8a","gap junction alpha-8 protein"
111578947,"XM_035955350.2","XP_035811243","gja5a","gap junction protein, alpha 5a"
111578946,"XM_023285953.3","XP_023141721","acp6","acid phosphatase 6, lysophosphatidic"
111578934,"XM_023285930.3","XP_023141698","bcl9","BCL9 transcription coactivator"
111578953,"XM_023285966.3","XP_023141734","si:dkey-229b18.3_ENSAOCG00000008064","uncharacterized si:dkey-229b18.3"
111578945,"XM_023285949.3","XP_023141717","chaf1b","chromatin assembly factor 1, subunit B"
111578927,"XM_055015402.1","XP_054871377","morc3a","MORC family CW-type zinc finger 3a"
111578920,"XM_023285909.3","XP_023141677","dop1b","DOP1 leucine zipper like protein B"
111578926,"XM_023285918.3","XP_023141686","slc5a3b_SLC5A3","solute carrier family 5 member 3b"
111578914,"XM_023285899.3","XP_023141667","LOC111578914_KCNE2","potassium voltage-gated channel subfamily E member 2-like"
111578932,"XM_023285928.3","XP_023141696","casq2","calsequestrin 2"
111578951,"XM_023285962.3","XP_023141730","LOC111578951_vangl1","vang-like protein 1.1"
111578898,"XM_023285878.3","XP_023141646","LOC111578898_nhlh2","helix-loop-helix protein 2-like.1"
111578954,"XM_055015442.1","XP_054871417","LOC111578954_ENSAOCG00000008326","ribosyldihydronicotinamide dehydrogenase [quinone]-like"
111578955,"XM_023285970.2","XP_023141738","LOC111578955_ENSAOCG00000008337","ribosyldihydronicotinamide dehydrogenase [quinone]-like.1"
111578933,"XM_023285929.3","XP_023141697","ackr3a","atypical chemokine receptor 3a"
111578969,"XM_055014894.1","XP_054870869","rpe","ribulose-5-phosphate-3-epimerase"
111588955,"XM_023299592.3","XP_023155360","igsf3","immunoglobulin superfamily, member 3"
111588954,"XM_023299591.3","XP_023155359","LOC111588954_igsf3l","immunoglobulin superfamily member 3-like"
111588959,"XM_023299600.3","XP_023155368","klhl6_ENSAOCG00000023956","kelch-like family member 6"
111588958,"XM_035943570.2","XP_035799463","cd58_ENSAOCG00000023961","CD58 molecule"
111588957,"XM_023299595.3","XP_023155363","LOC111588957_ANOS1","anosmin-1"
111588956,"XM_023299593.3","XP_023155361","tbl1x","transducin beta like 1 X-linked"
111588960,"XM_023299601.3","XP_023155369","gpr143","G protein-coupled receptor 143"
111585544,"XM_023295091.3","XP_023150859","LOC111585544_ENSAOCG00000013166","ankyrin repeat and SOCS box protein 9-like"
111585543,"XM_023295089.3","XP_023150857","mospd2","motile sperm domain containing 2"
111585542,"XM_023295087.3","XP_023150855","fancb","FA complementation group B"
111585540,"XM_055015217.1","XP_054871192","glra2","glycine receptor, alpha 2"
111585541,"XM_023295083.3","XP_023150851","gpm6bb","glycoprotein M6Bb"
111585536,"XM_035941443.2","XP_035797336","ofd1","OFD1 centriole and centriolar satellite protein"
111585539,"XM_055015218.1","XP_054871193","trappc2","trafficking protein particle complex subunit 2"
111585538,"XM_023295079.3","XP_023150847","rab9a","RAB9A, member RAS oncogene family"
111585537,"XM_023295077.3","XP_023150845","egfl6","EGF-like-domain, multiple 6"
111583439,"XM_023292544.3","XP_023148312","tmsb4x","thymosin beta 4 X-linked.1"
111583413,"XM_023292501.3","XP_023148269","LOC111583413_TLR8","toll-like receptor 8"
111583414,"XM_023292502.3","XP_023148270","tlr7","toll-like receptor 7"
111583415,"XM_023292503.3","XP_023148271","frmpd4","FERM and PDZ domain containing 4"
111583410,"XM_055015553.1","XP_054871528","LOC111583410_ARHGAP6","rho GTPase-activating protein 6-like"
111583411,"XM_023292496.3","XP_023148264","mid1","midline 1"
111583412,"XM_023292500.3","XP_023148268","cog3","component of oligomeric golgi complex 3"
111569970,"XM_023272447.3","XP_023128215","LOC111569970_EDNRB","endothelin receptor type B-like.1"
111569969,"XM_055015629.1","XP_054871604","LOC111569969_cnmd","leukocyte cell-derived chemotaxin 1-like"
111569964,"XM_023272439.3","XP_023128207","si:ch211-199f5.1_PCDH8","protocadherin-8"
111569965,"XM_023272440.3","XP_023128208","pcdh8","protocadherin 8"
111569963,"XM_023272438.3","XP_023128206","LOC111569963_PCDH17","protocadherin-17-like"
111569968,"XM_035949120.2","XP_035805013","slitrk5b","SLIT and NTRK-like family, member 5b"
